OTU_id	S1	S2	S3	S4	S5	S6	S7	lca_superkingdom	lca_phylum	lca_class	lca_order	lca_family	lca_genus	diamond_best_hit	diamond_pident	diamond_e-value
Otu7808	3	6	5	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	82.5	2.00E-14
Otu7809	6	5	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|501450751|ref|WP_012474200.1|_arsenite_S-adenosylmethyltransferase_[Chlorobium_phaeobacteroides]	50	2.50E-09
Otu781	15	13	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|750465708|ref|WP_040747581.1|_arsenite_S-adenosylmethyltransferase_[Nocardia_transvalensis]	82.5	2.20E-13
Otu7810	7	4	4	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	77.5	7.70E-14
Otu7811	4	4	4	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|503186410|ref|WP_013421071.1|_arsenite_S-adenosylmethyltransferase_[Rhodomicrobium_vannielii]	87.5	9.00E-15
Otu7812	10	1	2	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	gi|502883608|ref|WP_013118584.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_flavigena]	70	7.20E-12
Otu7813	12	2	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|981129887|ref|WP_059419285.1|_arsenite_S-adenosylmethyltransferase_[Sulfuricella_sp._T08]	78.9	3.20E-12
Otu7814	11	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|947144867|ref|WP_055917960.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_sp._Root485]	75	1.20E-11
Otu7815	13	2	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|810964930|ref|WP_046368067.1|_arsenite_S-adenosylmethyltransferase_[Flavihumibacter_petaseus]	67.5	3.90E-10
Otu7816	3	6	4	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|981213003|ref|WP_059435899.1|_arsenite_S-adenosylmethyltransferase_[Anaeromyxobacter_sp._PSR-1]	62.5	1.00E-10
Otu7817	9	2	5	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|754961228|ref|WP_042317202.1|_arsenite_S-adenosylmethyltransferase_[Desulfotomaculum_acetoxidans]	77.5	3.80E-13
Otu7818	0	17	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	gi|505426889|ref|WP_015613991.1|_methylase_involved_in_ubiquinone/menaquinone_biosynthesis_[Clostridium_pasteurianum]	90	4.80E-16
Otu7819	5	6	4	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|653107897|ref|WP_027357709.1|_arsenite_S-adenosylmethyltransferase_[Desulforegula_conservatrix]	75	1.00E-13
Otu782	0	14	8	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|517102880|ref|WP_018291698.1|_hypothetical_protein_[Verrucomicrobium_sp._3C]	77.5	2.20E-13
Otu7820	0	0	0	10	4	0	0	Archaea	Euryarchaeota	NA	NA	NA	NA	gi|503592776|ref|WP_013826852.1|_arsenite_S-adenosylmethyltransferase_[Methanobacterium_paludis]	71.8	5.00E-13
Otu7821	9	8	7	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|917663895|ref|WP_052218422.1|_arsenite_S-adenosylmethyltransferase_[Thermincola_ferriacetica]	65	3.90E-10
Otu7822	1	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|502883608|ref|WP_013118584.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_flavigena]	75	1.20E-11
Otu7823	6	5	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|929006514|ref|WP_054030453.1|_arsenite_S-adenosylmethyltransferase_[Desulfatitalea_tepidiphila]	76.9	2.90E-13
Otu7824	4	6	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	71.8	8.50E-13
Otu7825	5	5	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	67.5	3.20E-12
Otu7826	13	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|810964930|ref|WP_046368067.1|_arsenite_S-adenosylmethyltransferase_[Flavihumibacter_petaseus]	60	8.80E-10
Otu7827	11	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	75	1.40E-12
Otu7828	2	4	5	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|502959247|ref|WP_013194223.1|_arsenite_S-adenosylmethyltransferase_[Methanohalobium_evestigatum]	73.7	3.20E-12
Otu7829	5	4	5	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	gi|610518757|dbj|BAO65696.1|_arsenite_methyltransferase_[Streptomyces_sp._GSRB54]	85	3.10E-15
Otu783	9	12	21	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|497447686|ref|WP_009761884.1|_arsenite_S-adenosylmethyltransferase_[Halobacterium_sp._DL1]	66.7	5.10E-10
Otu7830	7	2	2	0	0	0	0	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	Dehalogenimonas	gi|966391489|ref|WP_058438253.1|_arsenite_S-adenosylmethyltransferase_[Dehalogenimonas_alkenigignens]	85	5.30E-15
Otu7831	6	6	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	82.5	1.50E-14
Otu7832	0	6	7	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|488859335|ref|WP_002771645.1|_arsenite_S-adenosylmethyltransferase_[Leptonema_illini]	70	1.10E-12
Otu7833	3	6	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	82.5	4.10E-15
Otu7834	5	3	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851320234|ref|WP_048183374.1|_arsenite_S-adenosylmethyltransferase_[Methanoculleus_sp._S3Fa]	62.5	3.30E-09
Otu7835	9	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|752691219|ref|WP_041339041.1|_hypothetical_protein_[Rubrobacter_radiotolerans]	75	4.50E-14
Otu7836	2	7	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|739373310|ref|WP_037234292.1|_arsenite_S-adenosylmethyltransferase_[Rhodomicrobium_udaipurense]	85	2.40E-15
Otu7837	13	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851314766|ref|WP_048177906.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._MTP4]	55	1.30E-08
Otu7838	10	3	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851218940|ref|WP_048113175.1|_hypothetical_protein_[Methanoculleus_sp._MH98A]	80	7.70E-14
Otu7839	8	2	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|488859335|ref|WP_002771645.1|_arsenite_S-adenosylmethyltransferase_[Leptonema_illini]	67.5	4.60E-11
Otu784	3	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|502643688|ref|WP_012880086.1|_arsenite_S-adenosylmethyltransferase_[Xylanimonas_cellulosilytica]	75	3.20E-12
Otu7840	11	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|937366265|ref|WP_054585478.1|_arsenite_S-adenosylmethyltransferase_[Mycobacterium_chimaera]	45	3.80E-05
Otu7841	1	8	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	87.5	8.20E-16
Otu7842	5	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|648606717|ref|WP_026298468.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_laeviribosi]	82.5	2.60E-14
Otu7843	0	0	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851359698|ref|WP_048196287.1|_hypothetical_protein_[Methanococcoides_methylutens]	70	7.70E-14
Otu7844	4	1	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|501979004|ref|WP_012682192.1|_arsenite_S-adenosylmethyltransferase_[Gemmatimonas_aurantiaca]	80	2.00E-14
Otu7845	2	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	79.5	3.20E-12
Otu7846	2	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|506231622|ref|WP_015751397.1|_arsenite_S-adenosylmethyltransferase_[Desulfohalobium_retbaense]	72.5	7.20E-12
Otu7847	0	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|950275798|ref|WP_057311336.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_sp._Soil766]	69.2	1.20E-11
Otu7848	0	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|652931506|ref|WP_027185239.1|_arsenite_S-adenosylmethyltransferase_[Desulfovibrio_inopinatus]	70	1.10E-12
Otu7849	0	1	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	51.3	3.30E-09
Otu785	54	5	5	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|727227284|ref|WP_033688162.1|_arsenite_S-adenosylmethyltransferase_[Bacillus_cereus]	64.1	1.00E-10
Otu7850	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|738732289|ref|WP_036626410.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_macerans]	52.5	1.40E-10
Otu7851	2	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|501445522|ref|WP_012468971.1|_type_11_methyltransferase_[Geobacter_lovleyi]	73.5	1.20E-16
Otu7852	0	0	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|829074989|ref|WP_047308040.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	82.5	5.90E-14
Otu7853	4	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499823079|ref|WP_011503813.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris]	82.5	2.60E-14
Otu7854	2	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|922783416|ref|WP_053381118.1|_arsenite_S-adenosylmethyltransferase_[Nitrospira_moscoviensis]	70	1.90E-12
Otu7855	0	4	0	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|492544307|ref|WP_005880668.1|_type_11_methyltransferase_[Oxalobacter_formigenes]	81.8	1.80E-16
Otu7856	6	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|39936624|ref|NP_948900.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_palustris_CGA009]	87.5	8.20E-16
Otu7857	4	4	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|917562532|ref|WP_052157922.1|_arsenite_S-adenosylmethyltransferase_[Leptospirillum_ferriphilum]	76.9	2.20E-13
Otu7858	0	6	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|738222740|ref|WP_036178344.1|_arsenite_S-adenosylmethyltransferase_[Lysinibacillus_massiliensis]	65	1.40E-10
Otu7859	1	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|516754191|ref|WP_018084905.1|_hypothetical_protein_[Desulfurispora_thermophila]	66.7	7.90E-11
Otu786	9	15	22	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|739373310|ref|WP_037234292.1|_arsenite_S-adenosylmethyltransferase_[Rhodomicrobium_udaipurense]	87.5	4.40E-14
Otu7860	0	4	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|947144867|ref|WP_055917960.1|_arsenite_S-adenosylmethyltransferase_[Cellulomonas_sp._Root485]	70	6.10E-11
Otu7861	0	0	4	0	0	0	0	Bacteria	Firmicutes	NA	NA	NA	NA	gi|501109326|ref|WP_012158952.1|_arsenite_S-adenosylmethyltransferase_[Alkaliphilus_oremlandii]	87.5	8.20E-16
Otu7862	4	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|739373310|ref|WP_037234292.1|_arsenite_S-adenosylmethyltransferase_[Rhodomicrobium_udaipurense]	82.5	1.30E-13
Otu7863	1	3	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	82.5	1.50E-14
Otu7864	0	0	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851303491|ref|WP_048166801.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_thermophila]	66.7	3.90E-10
Otu7865	1	0	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|550975022|ref|WP_022723236.1|_arsenite_S-adenosylmethyltransferase_[Rhodopseudomonas_sp._B29]	85	2.60E-14
Otu7866	0	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|740894600|ref|WP_038679848.1|_arsenite_S-adenosylmethyltransferase_[Pimelobacter_simplex]	82.5	6.90E-15
Otu7867	1	2	3	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|506231622|ref|WP_015751397.1|_arsenite_S-adenosylmethyltransferase_[Desulfohalobium_retbaense]	59	1.10E-09
Otu7868	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|655162593|ref|WP_028609136.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_harenae]	75	6.50E-13
Otu7869	0	3	0	0	0	0	0	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	gi|504247862|ref|WP_014434964.1|_methyltransferase_[Caldilinea_aerophila]	75	8.50E-13
Otu787	26	15	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|966788306|ref|WP_058555282.1|_arsenite_S-adenosylmethyltransferase_[Thiohalocapsa_sp._ML1]	53.8	9.70E-09
Otu7870	1	1	1	0	0	0	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	gi|851359698|ref|WP_048196287.1|_hypothetical_protein_[Methanococcoides_methylutens]	51.3	7.40E-09
Otu7871	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|490646676|ref|WP_004511671.1|_arsenite_S-adenosylmethyltransferase_[Geobacter_metallireducens]	85	4.80E-16
Otu7872	21	31	16	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|491706461|ref|WP_005554366.1|_methyltransferase_type_11_[Natronococcus_amylolyticus]	66.7	1.80E-10
Otu7873	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|648606717|ref|WP_026298468.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_laeviribosi]	85	7.70E-14
Otu7874	3	1	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|738222740|ref|WP_036178344.1|_arsenite_S-adenosylmethyltransferase_[Lysinibacillus_massiliensis]	57.5	9.70E-09
Otu7875	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|501109326|ref|WP_012158952.1|_arsenite_S-adenosylmethyltransferase_[Alkaliphilus_oremlandii]	67.5	7.90E-11
Otu7876	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|515827967|ref|WP_017258720.1|_arsenite_S-adenosylmethyltransferase_[Pedobacter_arcticus]	50	3.10E-07
Otu7877	2	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	77.5	1.00E-13
Otu7878	4	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|760031032|ref|WP_043714008.1|_arsenite_S-adenosylmethyltransferase_[Symbiobacterium_thermophilum]	79.5	2.50E-12
Otu7879	2	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	77.5	2.60E-14
Otu788	5	0	4	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	90	6.30E-16
Otu7880	2	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|652774602|ref|WP_027084613.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_panacarvi]	72.5	1.70E-13
Otu7881	2	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|751570639|ref|WP_041039517.1|_arsenite_S-adenosylmethyltransferase_[Magnetospirillum_magnetotacticum]	65	1.00E-10
Otu7882	8	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499343073|ref|WP_011032612.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_mazei]	62.5	1.40E-10
Otu7883	2	2	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|506231622|ref|WP_015751397.1|_arsenite_S-adenosylmethyltransferase_[Desulfohalobium_retbaense]	86.8	1.20E-14
Otu7884	2	3	0	0	0	0	0	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	gi|501450751|ref|WP_012474200.1|_arsenite_S-adenosylmethyltransferase_[Chlorobium_phaeobacteroides]	60	3.30E-09
Otu7885	33	5	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|909663012|ref|WP_049906366.1|_arsenite_S-adenosylmethyltransferase_[Halorubrum_aidingense]	61.5	1.30E-08
Otu7886	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|648606717|ref|WP_026298468.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_laeviribosi]	77.5	3.80E-13
Otu7887	0	0	3	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	70	7.90E-11
Otu7888	4	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	85	1.10E-15
Otu7889	3	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|492833602|ref|WP_005987556.1|_methylase_involved_in_ubiquinone/menaquinone_biosynthesis_[Desulfovibrio_africanus]	67.5	1.20E-11
Otu789	15	2	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|648606717|ref|WP_026298468.1|_arsenite_S-adenosylmethyltransferase_[Cohnella_laeviribosi]	64.1	7.90E-11
Otu7890	3	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	70	1.00E-13
Otu7891	1	1	4	0	0	0	0	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	gi|851320234|ref|WP_048183374.1|_arsenite_S-adenosylmethyltransferase_[Methanoculleus_sp._S3Fa]	82.5	1.20E-14
Otu7892	2	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|696554409|ref|WP_033086600.1|_arsenite_S-adenosylmethyltransferase_[Nocardia_seriolae]	80	2.20E-13
Otu7893	1	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|503095917|ref|WP_013330730.1|_arsenite_S-adenosylmethyltransferase_[Methanolacinia_petrolearia]	68.4	1.00E-10
Otu7894	2	0	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|497447686|ref|WP_009761884.1|_arsenite_S-adenosylmethyltransferase_[Halobacterium_sp._DL1]	60	1.50E-09
Otu7895	5	0	0	0	0	0	0	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	gi|499343073|ref|WP_011032612.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_mazei]	65	2.70E-11
Otu7896	21	14	9	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	82.5	5.30E-15
Otu7897	2	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|499343073|ref|WP_011032612.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_mazei]	67.5	7.90E-11
Otu7898	4	1	0	0	0	0	0	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	gi|501450751|ref|WP_012474200.1|_arsenite_S-adenosylmethyltransferase_[Chlorobium_phaeobacteroides]	62.5	7.90E-11
Otu7899	1	2	1	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|501722131|ref|WP_012625546.1|_type_11_methyltransferase_[Desulfovibrio_desulfuricans]	74.4	7.60E-15
Otu79	244	294	282	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	72.5	5.00E-13
Otu790	16	44	28	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|501125102|ref|WP_012174190.1|_arsenite_S-adenosylmethyltransferase_[Desulfococcus_oleovorans]	69.2	1.80E-10
Otu7900	4	0	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|500005407|ref|WP_011686125.1|_arsenite_S-adenosylmethyltransferase_[Candidatus_Solibacter_usitatus]	80	7.20E-12
Otu7901	4	4	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|750524168|ref|WP_040806037.1|_arsenite_S-adenosylmethyltransferase_[Nocardia_concava]	80	1.20E-14
Otu7902	1	1	1	0	0	0	0	Bacteria	Firmicutes	NA	NA	NA	NA	gi|923021908|ref|WP_053415988.1|_arsenite_S-adenosylmethyltransferase_[Viridibacillus_arvi]	52.5	7.40E-09
Otu7903	3	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|494814489|ref|WP_007549897.1|_protein-L-isoaspartate_O-methyltransferase_[Candidatus_Nitrosoarchaeum_koreensis]	56.1	1.20E-09
Otu7904	2	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|929006514|ref|WP_054030453.1|_arsenite_S-adenosylmethyltransferase_[Desulfatitalea_tepidiphila]	68.4	3.00E-10
Otu7905	1	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|656110672|ref|WP_029134203.1|_arsenite_S-adenosylmethyltransferase_[Sedimenticola_selenatireducens]	75	1.30E-13
Otu7906	1	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|916494962|ref|WP_051130338.1|_arsenite_S-adenosylmethyltransferase_[Thioalkalivibrio_sp._ALR17-21]	84.6	1.30E-13
Otu7907	0	2	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|504262434|ref|WP_014449536.1|_arsenite_S-adenosylmethyltransferase_[Leptospirillum_ferrooxidans]	67.5	4.20E-12
Otu7908	1	2	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	70	4.20E-12
Otu7909	2	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Otu791	53	12	13	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|651321841|ref|WP_026446224.1|_arsenite_S-adenosylmethyltransferase_[Acidobacteriaceae__URHE0068]	90	4.80E-16
Otu7910	0	0	0	0	1	0	4	Bacteria	Firmicutes	NA	NA	NA	NA	gi|917483901|ref|WP_052090318.1|_arsenite_S-adenosylmethyltransferase_[Desulfosporosinus_sp._HMP52]	82.5	4.80E-16
Otu7911	2	3	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|501980888|ref|WP_012682757.1|_arsenite_S-adenosylmethyltransferase_[Gemmatimonas_aurantiaca]	70	1.60E-11
Otu7912	0	3	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851289718|ref|WP_048153401.1|_arsenite_S-adenosylmethyltransferase_[Methanosarcina_sp._Kolksee]	60	1.30E-05
Otu7913	2	1	1	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA	gi|640258314|ref|WP_024840951.1|_arsenite_S-adenosylmethyltransferase_[Cellulosimicrobium_cellulans]	72.5	9.40E-12
Otu7914	2	0	2	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|740894600|ref|WP_038679848.1|_arsenite_S-adenosylmethyltransferase_[Pimelobacter_simplex]	80	3.80E-13
Otu7915	5	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|806837003|ref|WP_046185264.1|_arsenite_S-adenosylmethyltransferase_[Mycobacterium_nebraskense]	80	1.10E-12
Otu7916	6	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|810964930|ref|WP_046368067.1|_arsenite_S-adenosylmethyltransferase_[Flavihumibacter_petaseus]	57.5	4.30E-09
Otu7917	3	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|493881053|ref|WP_006827324.1|_hypothetical_protein_[Natrialba_taiwanensis]	68.4	1.20E-11
Otu7918	0	2	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|970450100|ref|WP_058730794.1|_arsenite_S-adenosylmethyltransferase_[Kocuria_kristinae]	67.5	5.50E-12
Otu7919	3	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|851271986|ref|WP_048142438.1|_MULTISPECIES:_arsenite_S-adenosylmethyltransferase_[Methanosarcina]	72.5	5.50E-12
Otu792	6	0	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|503186410|ref|WP_013421071.1|_arsenite_S-adenosylmethyltransferase_[Rhodomicrobium_vannielii]	87.5	6.30E-16
Otu7920	1	1	1	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	gi|500472479|ref|WP_011939313.1|_type_11_methyltransferase_[Geobacter_uraniireducens]	80	9.40E-12
Otu7921	3	1	0	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|740747003|ref|WP_038532289.1|_arsenite_S-adenosylmethyltransferase_[Amycolatopsis_methanolica]	59	1.50E-09
Otu7922	0	0	0	3	0	0	1	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaeromusa	gi|517533533|ref|WP_018703741.1|_hypothetical_protein_[Anaeromusa_acidaminophila]	100	1.00E-12
Otu7923	3	0	1	0	0	0	0	Bacteria	Proteobacteria	NA	NA	NA	NA	gi|550906939|ref|WP_022660098.1|_arsenite_S-adenosylmethyltransferase_[Desulfovibrio_desulfuricans]	79.1	4.50E-15
Otu7924	5	1	1	0	0	0	0	Bacteria	NA	NA	NA	NA	NA	gi|652388993|ref|WP_026784876.1|_arsenite_S-adenosylmethyltransferase_[Pleomorphomonas_koreensis]	87.5	3.10E-15
Otu7925	2	0	2	0	0	0	0	NA	NA	NA	NA	NA	NA	gi|738732289|ref|WP_036626410.1|_arsenite_S-adenosylmethyltransferase_[Paenibacillus_macerans]	66.7	2.70E-11
